insertar,registro,registro_senasa,marca,empresa,activos,banda_toxocologica,producto_propio,precio,rentabilidad,precio_minimo,precio_maximo
FALSE,S_37341,37341,"GREEN 2,4D SG",RAINBOW AGROSCIENSES SA,"2,4 D 96,3%",II,FALSE,15,19%,12,18
FALSE,S_37339,37339,BORDÓ WG,A R V SA,"SULFATO DE COBRE PENTAHIDRATADO 84,65%",III,FALSE,18,24%,14.4,21.6
FALSE,S_37338,37338,"FLUTRI 12,5 SC",SHARDA CROPCHEM LIMITED  SUC.EMP.EXT.,"FLUTRIAFOL 12,5%",III,FALSE,5,24%,4,6
FALSE,S_37334,37334,ANTIDERIVA BAGUAL,FACYT I + D SA,"DODECIL BENCEN SULFONICO 26,5%",III,FALSE,8,10%,6.4,9.6
FALSE,S_37333,37333,TROMPO,SURCOS S.A.,LUFENURON 5%## PROFENOFOS 50%,II,FALSE,22,20%,17.6,26.4
FALSE,S_37332,37332,CAPTAIN 80 WP,SHARDA CROPCHEM LIMITED  SUC.EMP.EXT.,CAPTAN 80%,III,FALSE,8,22%,6.4,9.6
FALSE,S_37330,37330,METOMIL LINE,UPL ARGENTINA S.A.,METOMIL 90%,Ib,FALSE,7,22%,5.6,8.4
FALSE,S_37329,37329,QUICK WATER,CUTHILL JUAN MARTIN,ALQUIL ARIL POLIGLICOL ETER 35%,IV,FALSE,13,15%,10.4,15.6
FALSE,S_37327,37327,CENTINELA,NOVA  S. A. U.,IMIDACLOPRID 60%,II,FALSE,21,15%,16.8,25.2
FALSE,S_37326,37326,GLIFOCAS K,TECNOMYL S.A.,GLIFOSATO 48%,IV,FALSE,9,2%,7.2,10.8
FALSE,S_37324,37324,NOVACTION,FMC QUIMICA SOCIEDAD ANONIMA,MERCAPTOTION 32%,III,FALSE,20,4%,16,24
FALSE,S_37323,37323,NICOSULFURON 75 SURCOS,SURCOS S.A.,NICOSULFURON 75%,IV,FALSE,8,5%,6.4,9.6
FALSE,S_37320,37320,OLEO INGENIUM AGRO,INGENIUM AGRO SA,ACEITE DE SOJA 87%,IV,FALSE,6,15%,4.8,7.2
FALSE,S_37318,37318,AMICOR,FMC QUIMICA SOCIEDAD ANONIMA,CLORANTRANILIPROLE 20%,IV,FALSE,11,6%,8.8,13.2
FALSE,S_37317,37317,STARKLE 70 WP,SUMMIT AGRO ARGENTINA S A,DINOTEFURAN 70%,IV,FALSE,10,20%,8,12
FALSE,S_37316,37316,PROCLAIM FORTE,SYNGENTA AGRO SOCIEDAD ANONIMA,BENZOATO DE EMAMECTINA 5%,III,FALSE,11,15%,8.8,13.2
FALSE,S_37314,37314,"DICAMBA DAARGUS 57,7",REOPEN S A,"DICAMBA 57,7%",III,FALSE,12,10%,9.6,14.4
FALSE,S_37309,37309,PARAQUAT INSUAGRO,INSUMOS AGROQUIMICOS SOCIEDAD ANONIMA,"PARAQUAT DICLORURO 27,6%",III,FALSE,23,23%,18.4,27.6
FALSE,S_37307,37307,ROMECTIN G,ROTAM DE ARGENTINA AGROQUIMICA SRL,"ABAMECTINA 1,8%",III,FALSE,12,0%,9.6,14.4
FALSE,S_37304,37304,MAT MAS,COMPAÑIA DAB S.R.L.,ALCOHOL GRASO ETOXILADO 10%,III,FALSE,14,0%,11.2,16.8
FALSE,S_37301,37301,BIGUA,CORTEVA AGRISCIENCE ARGENTINA SRL,DICLOSULAM 84%,III,FALSE,22,24%,17.6,26.4
FALSE,S_37300,37300,PERCUTOR,BAYER SOCIEDAD ANONIMA,IODO SULFURON METIL SODIO 6%## TIENCARBAZONE METIL 45%,III,FALSE,7,19%,5.6,8.4
FALSE,S_37299,37299,TALONE NEW,FMC QUIMICA SOCIEDAD ANONIMA,CLOROTALONIL 50%,IV,FALSE,17,11%,13.6,20.4
FALSE,S_37297,37297,VENTO,GLEBA S A,LUFENURON 5%## TIODICARB 40%,II,FALSE,21,9%,16.8,25.2
FALSE,S_37296,37296,BIOSTICK,DESAB SA,ALCOHOL GRASO ETOXILADO 29%,III,FALSE,17,12%,13.6,20.4
FALSE,S_37295,37295,HIDROXICOBRE 35 WG,AGROSPEC ARGENTINA S.A.,"HIDROXIDO DE COBRE 53,8%",II,FALSE,17,23%,13.6,20.4
FALSE,S_37294,37294,LA TIJERETA BOX,MONSANTO ARGENTINA SRL,"GLIFOSATO 79,2%",III,FALSE,12,5%,9.6,14.4
FALSE,S_37292,37292,KARMA,PESCE FRANCO JESUS,CARBENDAZIM 30%## TIRAM 30%,II,FALSE,8,21%,6.4,9.6
FALSE,S_37291,37291,ADAMA ESSENTIALS MESOFLEX,ADAMA ARGENTINA SOCIEDAD ANONIMA,MESOTRIONE 48%,III,FALSE,24,6%,19.2,28.8
FALSE,S_37290,37290,ACETOPRO 90,LANTHER QUIMICA SA,ACETOCLOR 90%,II,FALSE,21,14%,16.8,25.2
FALSE,S_37289,37289,QuitoSAR,NUTRITERRA SA,"QUITOSANO 2,5%",IV,FALSE,18,2%,14.4,21.6
FALSE,S_37288,37288,SOXIS,GLEBA S A,AZOXISTROBINA 25%,III,FALSE,21,14%,16.8,25.2
FALSE,S_37287,37287,LUMIVIA  SEMILLERO,CORTEVA AGRISCIENCE ARGENTINA SRL,"CLORANTRANILIPROLE 62,5%",IV,FALSE,12,8%,9.6,14.4
FALSE,S_37286,37286,"2,4D AMINA FORMULAGRO",FORMULAGRO SOCIEDAD RESPONSABILIDAD LIMITADA,"2,4 D 60%",II,FALSE,17,2%,13.6,20.4
FALSE,S_37284,37284,TIENTO,GLEBA S A,"PICLORAM 27,8%",IV,FALSE,15,9%,12,18
FALSE,S_37283,37283,OPTYMUS X ECOLOGY EVOLUTION,PESCE FRANCO JESUS,"ALCOHOL GRASO ETOXILADO 85,8%",IV,FALSE,17,24%,13.6,20.4
FALSE,S_37280,37280,ASP ESTER LV,NUTRIEN AG SOLUTIONS ARGENTINA SA,"2,4 D 102,5%",III,FALSE,14,13%,11.2,16.8
FALSE,S_37278,37278,TEBUCONAZOLE 25 UPL,UPL ARGENTINA S.A.,TEBUCONAZOLE 25%,III,FALSE,18,6%,14.4,21.6
FALSE,S_37277,37277,"COMPA��A 2,4D AMINA",COMPAÑIA ARGENTINA DE GRANOS S A,"2,4 D 60%",II,FALSE,6,9%,4.8,7.2
FALSE,S_37276,37276,KUAT,SINER S A,"PARAQUAT DICLORURO 27,6%",III,FALSE,22,17%,17.6,26.4
FALSE,S_37274,37274,CLEAR OUT,RAINBOW AGROSCIENSES SA,"GLIFOSATO 88,8%",IV,FALSE,13,23%,10.4,15.6
FALSE,S_37273,37273,"BAUNDAP 75,7",PROCHEM BIO SA.,"GLIFOSATO 75,7%",IV,FALSE,14,13%,11.2,16.8
FALSE,S_37271,37271,HAKA 25,YERCO S A,LAMBDA-CIALOTRINA 25%,II,FALSE,12,4%,9.6,14.4
FALSE,S_37270,37270,NIEBLA MAS,D'AMATO JOSE LUIS,ACEITE DE SOJA 80%,III,FALSE,8,18%,6.4,9.6
FALSE,S_37269,37269,BIOLECIT,RA S.H. DE VANUCCI RAUL Y CASTILLO ALDO,LECITINA DE SOJA 35%,IV,FALSE,19,15%,15.2,22.8
FALSE,S_37268,37268,SAKKON EXTREMO,SUMMIT AGRO ARGENTINA S A,ESTERES METILICOS DE ACIDOS GRASOS DE ACEITE DE SOJA 70%## ESTERES METILICOS DE ACIDOS GRASOS DE ACEITE VEGETAL 70%,IV,FALSE,18,2%,14.4,21.6
FALSE,S_37267,37267,ACEITE ABL,LABORATORIOS PEYTE S.A.,"ACEITE DE SOJA 82,46%",IV,FALSE,14,21%,11.2,16.8
FALSE,S_37266,37266,HALO PLUS,ADN AGRO S.A.,HALOXIFOP-P METIL 12%,III,FALSE,18,10%,14.4,21.6
FALSE,S_37265,37265,ACEITE VEGETAL SUMAGRO,SIPCAM ARGENTINA S.R.L.,ACEITE DE SOJA 87%,IV,FALSE,5,18%,4,6
FALSE,S_37264,37264,DIURON SHARDA 80 SC,SHARDA CROPCHEM LIMITED  SUC.EMP.EXT.,DIURON 80%,III,FALSE,21,8%,16.8,25.2
FALSE,S_37262,37262,CENTINEL 25,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,LAMBDA-CIALOTRINA 25%,II,FALSE,15,2%,12,18
FALSE,S_37260,37260,GRAM PLUS,AGROFINA S A,ACEITE DE SOJA 70%,IV,FALSE,17,9%,13.6,20.4
FALSE,S_37259,37259,OIL SOLUTION,AGROFINA S A,ACEITE DE SOJA 80%,IV,FALSE,14,5%,11.2,16.8
FALSE,S_37257,37257,EVEREST 70 WDG,UPL ARGENTINA S.A.,FLUCARBAZONE SODICO 70%,IV,FALSE,24,13%,19.2,28.8
FALSE,S_37256,37256,FOLCISTIN,BALESTRINI Y CIA S A,FOLCISTEINA 5%,IV,FALSE,8,0%,6.4,9.6
FALSE,S_37255,37255,X-TRIM G POWER,LABORATORIO QUIMECO S.R.L.,ALCOHOL GRASO ETOXILADO 26%,III,FALSE,10,6%,8,12
FALSE,S_37254,37254,CLEANOUT,RAINBOW AGROSCIENSES SA,"DIQUAT 37,4%",II,FALSE,7,13%,5.6,8.4
FALSE,S_37250,37250,NATIUR,GLEBA S A,LUFENURON 5%,III,FALSE,10,4%,8,12
FALSE,S_37249,37249,ZINAX,AGROFINA S A,ESTERES METILICOS DE ACIDOS GRASOS DE ACEITE DE SOJA 75%## ESTERES METILICOS DE ACIDOS GRASOS DE ACEITE VEGETAL 75%,III,FALSE,23,2%,18.4,27.6
FALSE,S_37248,37248,GLIFOPRO FULL,PROTEGRAN S A,"GLIFOSATO 66,2%",III,FALSE,12,1%,9.6,14.4
FALSE,S_37247,37247,SCREEN DUO,AGRO ROCA S A,CAOLINITA 93%,IV,FALSE,20,4%,16,24
FALSE,S_37245,37245,LORD,UPL ARGENTINA S.A.,CLETODIM 24%,III,FALSE,13,16%,10.4,15.6
FALSE,S_37244,37244,ISOMATE C PLUS LL RING,AGRO ROCA S A,"(E,E)8,10-DODECADIENOL 88,67%",II,FALSE,9,21%,7.2,10.8
FALSE,S_37241,37241,KUARTEL 70 SG,RAINBOW AGROSCIENSES SA,DICAMBA 77%,II,FALSE,18,6%,14.4,21.6
FALSE,S_37240,37240,METOLACHLOR LINE,UPL ARGENTINA S.A.,METOLACLORO 96%,III,FALSE,20,20%,16,24
FALSE,S_37236,37236,ISOMATE CTT,AGRO ROCA S A,"(E,E)8,10-DODECADIENOL 88,67%",II,FALSE,11,12%,8.8,13.2
FALSE,S_37235,37235,NEOMET P,BENOC ARGENTINA S R L,METAM POTASIO 50%,II,FALSE,25,4%,20,30
FALSE,S_37233,37233,OLEAJE,BAYER SOCIEDAD ANONIMA,"CIPROCONAZOLE 16%## TRIFLOXISTROBIN 37,5%",IV,FALSE,6,2%,4.8,7.2
FALSE,S_37232,37232,SPARVIERO,SIPCAM ARGENTINA S.R.L.,LAMBDA-CIALOTRINA 10%,III,FALSE,7,24%,5.6,8.4
FALSE,S_37231,37231,GLIFOGLEX FULL III,GLEBA S A,"GLIFOSATO 66,15%",IV,FALSE,25,15%,20,30
FALSE,S_37230,37230,DRIVER,GLEBA S A,ACIDO ACETICO 35%## LECITINA DE SOJA 35%,III,FALSE,25,16%,20,30
FALSE,S_37229,37229,METEO WDG,SURCOS S.A.,"CLORIMURON ETIL 75,5%",III,FALSE,18,14%,14.4,21.6
FALSE,S_37228,37228,MASTRIN,PHILAGRO S.A,"BIFENTRIN 5%## IMIDACLOPRID 20%## LAMBDA-CIALOTRINA 7,5%",III,FALSE,17,22%,13.6,20.4
FALSE,S_37227,37227,ACEITE QUIMECO PLUS,LABORATORIO QUIMECO S.R.L.,ACEITE DE SOJA 85%,IV,FALSE,22,23%,17.6,26.4
FALSE,S_37226,37226,REBELEX,CORTEVA AGRISCIENCE ARGENTINA SRL,"CIALOFOP-BUTIL 21,4%## PENOXULAM 3%",IV,FALSE,15,22%,12,18
FALSE,S_37225,37225,LAMBDA ADN,ADN AGRO S.A.,LAMBDA-CIALOTRINA 25%,II,FALSE,22,22%,17.6,26.4
FALSE,S_37224,37224,TEBUMIDA SAN PABLO,LABORATORIO SAN PABLO PRODUCTOS BIOLOGICOS S.R.L.,"IMIDACLOPRID 23,3%## TEBUCONAZOLE 1,3%",III,FALSE,21,21%,16.8,25.2
FALSE,S_37222,37222,GUAYRA,ROTAM DE ARGENTINA AGROQUIMICA SRL,"AZOXISTROBINA 7,5%## CARBENDAZIM 36%## TEBUCONAZOLE 16,5%",III,FALSE,23,14%,18.4,27.6
FALSE,S_37221,37221,CORREDOR,RAINBOW AGROSCIENSES SA,IMAZETAPIR 70%,IV,FALSE,19,15%,15.2,22.8
FALSE,S_37220,37220,ADAMA ESSENTIALS KOHINOR 70 WG,ADAMA ARGENTINA SOCIEDAD ANONIMA,IMIDACLOPRID 70%,II,FALSE,18,3%,14.4,21.6
FALSE,S_37219,37219,TRAC WG,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,ATRAZINA 90%,III,FALSE,19,4%,15.2,22.8
FALSE,S_37218,37218,HUSSAR PLUS,BAYER SOCIEDAD ANONIMA,"IODO SULFURON METIL SODIO 5%## MEFENPIR DIETIL  25%## MESOSULFURON METIL ,78%",III,FALSE,22,18%,17.6,26.4
FALSE,S_37217,37217,CAPTION,NOVA  S. A. U.,CAPTAN 30%,III,FALSE,10,7%,8,12
FALSE,S_37216,37216,AGROSATO,NGC AGROSCIENCES ARGENTINA S.A.,GLIFOSATO 48%,III,FALSE,22,21%,17.6,26.4
FALSE,S_37215,37215,GLIFOSATO G AMONIO,GENBRA ARGENTINA S.A.,"GLIFOSATO 40,6%",III,FALSE,16,11%,12.8,19.2
FALSE,S_37214,37214,GENSAFEN,TECNOMYL S.A.,FOMESAFEN 25%,IV,FALSE,11,10%,8.8,13.2
FALSE,S_37212,37212,LUCRO,ROTAM DE ARGENTINA AGROQUIMICA SRL,BIFENTRIN 10%,II,FALSE,17,9%,13.6,20.4
FALSE,S_37211,37211,PLUSOIL LQ,LANTHER QUIMICA SA,ACEITE DE SOJA 75%,IV,FALSE,14,22%,11.2,16.8
FALSE,S_37210,37210,"PROTEMAZ IZP 10,6",PROTEGRAN S A,"IMAZETAPIR 10,6%",III,FALSE,10,21%,8,12
FALSE,S_37208,37208,"ECOPART 2,5 EC",SUMMIT AGRO ARGENTINA S A,"PIRAFLUFEN ETIL 2,5%",III,FALSE,21,14%,16.8,25.2
FALSE,S_37207,37207,POTENZA ULTRA II,NUTRIEN AG SOLUTIONS ARGENTINA SA,"GLIFOSATO 75,7%",IV,FALSE,21,10%,16.8,25.2
FALSE,S_37205,37205,LAMBDA 5 AS,ARECO SEMILLAS S.A.,LAMBDA-CIALOTRINA 5%,II,FALSE,11,6%,8.8,13.2
FALSE,S_37201,37201,NEOMET NA,BENOC ARGENTINA S R L,METAN SODIO 51%,II,FALSE,23,0%,18.4,27.6
FALSE,S_37200,37200,RECOVER,TECNOMYL S.A.,TEBUCONAZOLE 43%,IV,FALSE,12,7%,9.6,14.4
FALSE,S_37198,37198,G62,TECNOMYL S.A.,GLIFOSATO 62%,IV,FALSE,16,9%,12.8,19.2
FALSE,S_37197,37197,ATRAGEN 90,TECNOMYL S.A.,ATRAZINA 90%,IV,FALSE,21,13%,16.8,25.2
FALSE,S_37196,37196,BIFENTRIN MAX,FARM CHEMICALS ARGENTINA S.R.L,BIFENTRIN 10%,II,FALSE,24,16%,19.2,28.8
FALSE,S_37195,37195,MR SHERIFF ANIKILATOR,FARM CHEMICALS ARGENTINA S.R.L,"QUIZALOFOP-P ETIL 1,8%",III,FALSE,23,5%,18.4,27.6
FALSE,S_37192,37192,MTU,MADERSOL S A,CIPERMETRINA 2%,IV,FALSE,15,5%,12,18
FALSE,S_37190,37190,CROW,B P B MEDITERRANEA S A,"GLIFOSATO 75,7%",IV,FALSE,11,19%,8.8,13.2
FALSE,S_37186,37186,METSULFURON BAYER,BAYER SOCIEDAD ANONIMA,METSULFURON METIL 60%,IV,FALSE,21,8%,16.8,25.2
FALSE,S_37185,37185,KEMAZON,NUTRIEN AG SOLUTIONS ARGENTINA SA,"PARAQUAT DICLORURO 27,6%",III,FALSE,10,2%,8,12
FALSE,S_37184,37184,TOP-GRAIN,SINER S A,CARBENDAZIM 30%## TIRAM 30%,III,FALSE,9,25%,7.2,10.8
FALSE,S_37183,37183,YKATU,ROTAM DE ARGENTINA AGROQUIMICA SRL,AZOXISTROBINA 8%## TEBUCONAZOLE 16%,III,FALSE,23,4%,18.4,27.6
FALSE,S_37182,37182,ADAMA GRIZLY MAX,ADAMA ARGENTINA SOCIEDAD ANONIMA,"BIFENTRIN 2%## IMIDACLOPRID 17,5%## NOVALURON 3%",III,FALSE,21,15%,16.8,25.2
FALSE,S_37181,37181,AVAL DOBLE,FALCROP S.A.,"ABAMECTINA 3,6%",II,FALSE,9,7%,7.2,10.8
FALSE,S_37180,37180,DICAMBA 58 FORMULAGRO,FORMULAGRO SOCIEDAD RESPONSABILIDAD LIMITADA,DICAMBA 58%,III,FALSE,12,12%,9.6,14.4
FALSE,S_37179,37179,"ABAMECTIN AGROSPEC 1,8 EC",AGROSPEC ARGENTINA S.A.,"ABAMECTINA 1,8%",II,FALSE,19,6%,15.2,22.8
FALSE,S_37178,37178,BENEVIA �,FMC QUIMICA SOCIEDAD ANONIMA,CIANTRANILIPROLE 10%,IV,FALSE,19,11%,15.2,22.8
FALSE,S_37176,37176,PANZER GOLD EN,RINDES Y CULTIVOS DAS S.A. - FEDEA S.A. - SUMIDAS JV S.A.- DASER AGRO S.A. - AMBITO DAS S.A. - TERRAMAR JV S.A. - DESAB S.A. U. T. E.,"GLIFOSATO 60,8%",IV,FALSE,25,15%,20,30
FALSE,S_37175,37175,CLEANSPRAY,RAINBOW AGROSCIENSES SA,"2,4 D 96,3%",II,FALSE,7,22%,5.6,8.4
FALSE,S_37170,37170,X TRIM POWER,LABORATORIO QUIMECO S.R.L.,ALCOHOL GRASO ETOXILADO 25%,IV,FALSE,7,17%,5.6,8.4
FALSE,S_37169,37169,"RIDOWN PS 66,2",RAINBOW AGROSCIENSES SA,"GLIFOSATO 66,2%",III,FALSE,5,17%,4,6
FALSE,S_37168,37168,SCATTO,GOWAN ARGENTINA S.R.L.,"DELTAMETRINA 2,5%",II,FALSE,13,18%,10.4,15.6
FALSE,S_37167,37167,GOLIATH,SURCOS S.A.,IMIDACLOPRID 15%## TIODICARB 45%,II,FALSE,11,19%,8.8,13.2
FALSE,S_37166,37166,RITA,TAPAZOL S.R.L.,METRIBUZIN 48%,III,FALSE,8,3%,6.4,9.6
FALSE,S_37162,37162,ACTIVATE MAX,LABORATORIO QUIMECO S.R.L.,ALCOHOL GRASO ETOXILADO 20%## ALCOHOL LAURICO ETOXILADO 20%,III,FALSE,7,8%,5.6,8.4
FALSE,S_37161,37161,"ABAMECTINA 1,8  CAMPO",PROCHEM BIO SA.,"ABAMECTINA 1,8%",II,FALSE,5,2%,4,6
FALSE,S_37160,37160,GLYNOMYL NH,TECNOMYL S.A.,"GLIFOSATO 39,2%",IV,FALSE,9,11%,7.2,10.8
FALSE,S_37157,37157,DIFENOCONAZOLE 25 KEMSURE,AGROEMPRESA COLON  S.A.,DIFENOCONAZOLE 25%,III,FALSE,7,6%,5.6,8.4
FALSE,S_37155,37155,ATRAZINA ASSA,ARECO SEMILLAS S.A.,ATRAZINA 50%,III,FALSE,21,1%,16.8,25.2
FALSE,S_37154,37154,NUFARM ATRAZINA 90 WG,SUMITOMO CHEMICAL ARGENTINA S.A.,ATRAZINA 90%,IV,FALSE,5,20%,4,6
FALSE,S_37153,37153,TEBUCONAZOLE 43 KEMSURE,AGROEMPRESA COLON  S.A.,TEBUCONAZOLE 43%,III,FALSE,22,13%,17.6,26.4
FALSE,S_37152,37152,IMIDACLOPRID 70 WP AGROSPEC,AGROSPEC ARGENTINA S.A.,IMIDACLOPRID 70%,II,FALSE,10,21%,8,12
FALSE,S_37151,37151,OXIBIOL,CHEMOTECNICA SOCIEDAD ANONIMA,"DELTAMETRINA 2,5%",II,FALSE,9,2%,7.2,10.8
FALSE,S_37150,37150,TENCHU,SUMMIT AGRO ARGENTINA S A,DINOTEFURAN 20%,IV,FALSE,24,16%,19.2,28.8
FALSE,S_37149,37149,RAINDAZIM SC,RAINBOW AGROSCIENSES SA,CARBENDAZIM 50%,III,FALSE,9,16%,7.2,10.8
FALSE,S_37147,37147,TIOGLEX,GLEBA S A,TIODICARB 35%,II,FALSE,12,22%,9.6,14.4
FALSE,S_37146,37146,TROPICA 84,RAINBOW AGROSCIENSES SA,ACETOCLOR 84%,II,FALSE,5,9%,4,6
FALSE,S_37145,37145,LOCKER DE PULVERIZACI�N ANTIDERIVA-ANTIEVAPORANTE-ADHERENTE,QUIMADH SOCIEDAD DE RESPONSABILIDAD LIMITADA,DODECIL BENCEN SULFONICO TRIETANOLAMINA NONILFENOL ETOXILADO 34%,IV,FALSE,6,23%,4.8,7.2
FALSE,S_37144,37144,"FOGO 27,6 SL",SURCOS S.A.,"PARAQUAT DICLORURO 27,6%",II,FALSE,8,8%,6.4,9.6
FALSE,S_37143,37143,CLEANSPRAY EHE,RAINBOW AGROSCIENSES SA,"2,4 D 102,5%",III,FALSE,19,2%,15.2,22.8
FALSE,S_37142,37142,GLIFO 88.8 SG AGROTERRUM,AGROTERRUM S.A.,"GLIFOSATO 88,8%",III,FALSE,8,18%,6.4,9.6
FALSE,S_37141,37141,CENTRON,SURCOS S.A.,ABAMECTINA 2%## LUFENURON 5%,II,FALSE,13,15%,10.4,15.6
FALSE,S_37137,37137,HELMSTAR,HELM ARGENTINA S R L,AZOXISTROBINA 25%,III,FALSE,7,1%,5.6,8.4
FALSE,S_37133,37133,PROWET,FARMCHEM SA,ALCOHOL GRASO ETOXILADO 25%,IV,FALSE,5,3%,4,6
FALSE,S_37131,37131,OBJECT T,TECNOMYL S.A.,IMAZETAPIR 10%,IV,FALSE,24,18%,19.2,28.8
FALSE,S_37129,37129,D-AMINA,SINER S A,"2,4 D 58,4%",II,FALSE,16,9%,12.8,19.2
FALSE,S_37128,37128,MAGNUM FLIX,ADN AGRO S.A.,"GLIFOSATO 24%## IMAZETAPIR 2,41%",III,FALSE,7,11%,5.6,8.4
FALSE,S_37127,37127,JANFRY,GLEBA S A,DIFENOCONAZOLE 25%,III,FALSE,22,7%,17.6,26.4
FALSE,S_37126,37126,DICAMBA SURCROPS,SURCROPS SRL,"DICAMBA 57,8%",III,FALSE,12,19%,9.6,14.4
FALSE,S_37123,37123,DICAMBA  SUMAGRO,SIPCAM ARGENTINA S.R.L.,"DICAMBA 57,7%",III,FALSE,21,19%,16.8,25.2
FALSE,S_37122,37122,ADAMA MAYORAL,ADAMA ARGENTINA SOCIEDAD ANONIMA,"IMAZAPIC 31,8%## IMAZAPIR 10,7%",III,FALSE,21,8%,16.8,25.2
FALSE,S_37121,37121,STIMULATE,STOLLER ARGENTINA S. A. U.,"ACIDO GIBERELICO ,005%## ACIDO INDOL 3 BUTIRICO ,005%## KINETINA ,009%",IV,FALSE,10,13%,8,12
FALSE,S_37117,37117,ACTION SEED 70,RAINBOW AGROSCIENSES SA,IMIDACLOPRID 70%,II,FALSE,15,19%,12,18
FALSE,S_37116,37116,FASTER,AZUR SOIL S.A.,"ALQUIL ARIL POLIGLICOL ETER 26,5%",IV,FALSE,5,15%,4,6
FALSE,S_37115,37115,PREVENTOR 80,GENBRA ARGENTINA S.A.,CARBENDAZIM 80%,III,FALSE,8,21%,6.4,9.6
FALSE,S_37114,37114,N-35 PHLUS,NITRASOIL ARGENTINA SOCIEDAD ANONIMA S. A.,ALCOHOL GRASO ETOXILADO 35%,III,FALSE,5,10%,4,6
FALSE,S_37113,37113,N-35,NITRASOIL ARGENTINA SOCIEDAD ANONIMA S. A.,ALCOHOL GRASO ETOXILADO 35%,III,FALSE,12,12%,9.6,14.4
FALSE,S_37112,37112,ACTION ALFA 15,RAINBOW AGROSCIENSES SA,ALFACIPERMETRINA/ALFAMETRINA 15%,II,FALSE,21,19%,16.8,25.2
FALSE,S_37110,37110,GRAINVAULT,NOVA  S. A. U.,TIRAM 5%,III,FALSE,8,6%,6.4,9.6
FALSE,S_37107,37107,METSULFURON ACA 60 WDG,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,METSULFURON METIL 60%,III,FALSE,22,1%,17.6,26.4
FALSE,S_37105,37105,TESIX,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,TEBUCONAZOLE 6%,III,FALSE,19,14%,15.2,22.8
FALSE,S_37104,37104,MAGENTA 80 SC,SURCOS S.A.,DIURON 80%,IV,FALSE,16,8%,12.8,19.2
FALSE,S_37103,37103,TELLUS GLIFOSATO,COX GRACIELA IRENE,GLIFOSATO 48%,IV,FALSE,5,18%,4,6
FALSE,S_37102,37102,"GARANTE 75,7 SG",FALCROP S.A.,"GLIFOSATO 75,7%",IV,FALSE,7,11%,5.6,8.4
FALSE,S_37101,37101,OPTIONS ADVANCE,NOVA  S. A. U.,"CARBOXIN 20%## METALAXIL 1,33%## METIL TIOFANATO 10%",III,FALSE,22,16%,17.6,26.4
FALSE,S_37100,37100,LAMBDA SP,LABORATORIO SAN PABLO PRODUCTOS BIOLOGICOS S.R.L.,LAMBDA-CIALOTRINA 5%,II,FALSE,20,7%,16,24
FALSE,S_37099,37099,QUEEN SIGMA,VITERRA ACOPIO S. A.,GLIFOSATO 24%## IMAZETAPIR 2%,III,FALSE,25,19%,20,30
FALSE,S_37097,37097,ACTION SEED 10 + 10,RAINBOW AGROSCIENSES SA,CARBENDAZIM 10%## TIRAM 10%,III,FALSE,6,23%,4.8,7.2
FALSE,S_37096,37096,ESCOLTA,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,"IMIDACLOPRID 23,3%## TEBUCONAZOLE 1,3%",III,FALSE,14,20%,11.2,16.8
FALSE,S_37095,37095,TERAPICO 30 + 30,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,CARBENDAZIM 30%## TIRAM 30%,III,FALSE,17,2%,13.6,20.4
FALSE,S_37094,37094,BIFENTRIN NOVA,NOVA  S. A. U.,BIFENTRIN 10%,II,FALSE,9,14%,7.2,10.8
FALSE,S_37093,37093,"PARAQUAT SHARDA 27,6 SL",SHARDA CROPCHEM LIMITED  SUC.EMP.EXT.,"PARAQUAT DICLORURO 27,6%",II,FALSE,20,0%,16,24
FALSE,S_37092,37092,GLIFOSATO MULTIAGRO,MULTIAGRO S. A.,"GLIFOSATO 74,7%",IV,FALSE,19,2%,15.2,22.8
FALSE,S_37091,37091,ROTASHOCK,ROTAM DE ARGENTINA AGROQUIMICA SRL,"METOMIL 21,6%",II,FALSE,23,24%,18.4,27.6
FALSE,S_37090,37090,FUXION,TECNO EMPRESA S.A.,"ACEITE DE SOJA 84,3%",IV,FALSE,19,6%,15.2,22.8
FALSE,S_37087,37087,POWEROIL,SURCOS S.A.,ESTERES METILICOS DE ACIDOS GRASOS DE ACEITE DE SOJA 85%,IV,FALSE,6,4%,4.8,7.2
FALSE,S_37086,37086,METSULFURON 60 IASA,INSUMOS AGROQUIMICOS SOCIEDAD ANONIMA,METSULFURON METIL 60%,III,FALSE,19,8%,15.2,22.8
FALSE,S_37085,37085,CLOMAZONE 48 BIESTERFELD,CAMPO CROP S.A.,CLOMAZONE 48%,II,FALSE,16,9%,12.8,19.2
FALSE,S_37084,37084,SUMLES,ROTAM DE ARGENTINA AGROQUIMICA SRL,AZOXISTROBINA 25%,III,FALSE,10,23%,8,12
FALSE,S_37083,37083,AMIGO,NOVA  S. A. U.,"DIFENOCONAZOLE 9,2%## METALAXIL 4,6%",III,FALSE,14,19%,11.2,16.8
